"date","health_board","Suspected","Confirmed","Recovering","total_hospitalisations","new_admissions","prev_day_beds_occupied","difference"
2020-07-08,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-09,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-10,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-11,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-12,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-13,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-14,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-15,"Velindre University NHS Trust",1,0,0,1,0,0,1
2020-07-16,"Velindre University NHS Trust",0,0,0,0,0,1,-1
2020-07-17,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-18,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-19,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-20,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-21,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-22,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-23,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-24,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-25,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-26,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-27,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-28,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-29,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-30,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-07-31,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-01,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-02,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-03,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-04,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-05,"Velindre University NHS Trust",2,0,0,2,0,0,2
2020-08-06,"Velindre University NHS Trust",0,0,0,0,0,2,-2
2020-08-07,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-08,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-09,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-10,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-11,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-12,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-13,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-14,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-15,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-16,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-17,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-18,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-19,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-20,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-21,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-22,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-23,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-24,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-25,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-26,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-27,"Velindre University NHS Trust",2,0,0,2,0,0,2
2020-08-28,"Velindre University NHS Trust",0,0,0,0,0,2,-2
2020-08-29,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-30,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-08-31,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-01,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-02,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-03,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-04,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-05,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-06,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-07,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-08,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-09,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-10,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-11,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-12,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-13,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-14,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-15,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-16,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-17,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-18,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-19,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-20,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-21,"Velindre University NHS Trust",1,0,0,1,0,0,1
2020-09-22,"Velindre University NHS Trust",0,0,0,0,0,1,-1
2020-09-23,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-24,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-25,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-26,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-27,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-28,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-29,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-09-30,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-01,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-02,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-03,"Velindre University NHS Trust",1,0,0,1,0,0,1
2020-10-04,"Velindre University NHS Trust",0,0,0,0,0,1,-1
2020-10-05,"Velindre University NHS Trust",1,0,0,1,0,0,1
2020-10-06,"Velindre University NHS Trust",1,0,0,1,0,1,0
2020-10-07,"Velindre University NHS Trust",1,0,0,1,0,1,0
2020-10-08,"Velindre University NHS Trust",1,0,0,1,0,1,0
2020-10-09,"Velindre University NHS Trust",1,0,0,1,0,1,0
2020-10-10,"Velindre University NHS Trust",1,0,0,1,0,1,0
2020-10-11,"Velindre University NHS Trust",1,0,0,1,0,1,0
2020-10-12,"Velindre University NHS Trust",1,0,0,1,0,1,0
2020-10-13,"Velindre University NHS Trust",2,0,0,2,0,1,1
2020-10-14,"Velindre University NHS Trust",2,0,0,2,0,2,0
2020-10-15,"Velindre University NHS Trust",1,0,0,1,0,2,-1
2020-10-16,"Velindre University NHS Trust",1,0,0,1,0,1,0
2020-10-17,"Velindre University NHS Trust",2,0,0,2,0,1,1
2020-10-18,"Velindre University NHS Trust",0,0,0,0,0,2,-2
2020-10-19,"Velindre University NHS Trust",3,0,0,3,0,0,3
2020-10-20,"Velindre University NHS Trust",0,0,0,0,0,3,-3
2020-10-21,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-22,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-23,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-24,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-25,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-26,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-27,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-28,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-29,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-30,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-10-31,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-01,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-02,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-03,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-04,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-05,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-06,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-07,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-08,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-09,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-10,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-11,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-12,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-13,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-14,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-15,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-16,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-17,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-11-18,"Velindre University NHS Trust",0,0,0,0,0,0,0
2020-04-01,"Wales",399,483,NA,882,207,0,675
2020-04-02,"Wales",340,525,NA,865,139,882,-156
2020-04-03,"Wales",343,568,NA,911,110,865,-64
2020-04-04,"Wales",319,596,NA,915,134,911,-130
2020-04-05,"Wales",326,664,NA,990,134,915,-59
2020-04-06,"Wales",313,731,NA,1044,123,990,-69
2020-04-07,"Wales",316,738,NA,1054,196,1044,-186
2020-04-08,"Wales",344,816,NA,1160,158,1054,-52
2020-04-09,"Wales",373,795,NA,1168,126,1160,-118
2020-04-10,"Wales",389,833,NA,1222,129,1168,-75
2020-04-11,"Wales",343,865,NA,1208,106,1222,-120
2020-04-12,"Wales",347,910,NA,1257,168,1208,-119
2020-04-13,"Wales",290,897,NA,1187,130,1257,-200
2020-04-14,"Wales",272,919,NA,1191,106,1187,-102
2020-04-15,"Wales",325,884,NA,1209,151,1191,-133
2020-04-16,"Wales",383,844,NA,1227,104,1209,-86
2020-04-17,"Wales",402,825,NA,1227,151,1227,-151
2020-04-18,"Wales",431,818,NA,1249,129,1227,-107
2020-04-19,"Wales",366,828,NA,1194,102,1249,-157
2020-04-20,"Wales",329,853,NA,1182,114,1194,-126
2020-04-21,"Wales",286,838,NA,1124,117,1182,-175
2020-04-22,"Wales",335,773,NA,1108,127,1124,-143
2020-04-23,"Wales",407,925,NA,1332,137,1108,87
2020-04-24,"Wales",370,942,NA,1312,147,1332,-167
2020-04-25,"Wales",414,933,NA,1347,126,1312,-91
2020-04-26,"Wales",382,930,NA,1312,99,1347,-134
2020-04-27,"Wales",335,967,NA,1302,95,1312,-105
2020-04-28,"Wales",366,903,NA,1269,148,1302,-181
2020-04-29,"Wales",342,894,NA,1236,136,1269,-169
2020-04-30,"Wales",381,881,NA,1262,148,1236,-122
2020-05-01,"Wales",361,743,NA,1104,122,1262,-280
2020-05-02,"Wales",381,743,NA,1124,147,1104,-127
2020-05-03,"Wales",288,764,NA,1052,100,1124,-172
2020-05-04,"Wales",307,760,NA,1067,125,1052,-110
2020-05-05,"Wales",356,709,NA,1065,140,1067,-142
2020-05-06,"Wales",343,677,NA,1020,116,1065,-161
2020-05-07,"Wales",379,666,NA,1045,131,1020,-106
2020-05-08,"Wales",491,618,NA,1109,144,1045,-80
2020-05-09,"Wales",395,668,NA,1063,112,1109,-158
2020-05-10,"Wales",332,681,NA,1013,118,1063,-168
2020-05-11,"Wales",274,691,NA,965,120,1013,-168
2020-05-12,"Wales",324,640,NA,964,98,965,-99
2020-05-13,"Wales",298,581,NA,879,122,964,-207
2020-05-14,"Wales",317,578,NA,895,112,879,-96
2020-05-15,"Wales",311,530,NA,841,101,895,-155
2020-05-16,"Wales",305,563,NA,868,125,841,-98
2020-05-17,"Wales",293,555,NA,848,99,868,-119
2020-05-18,"Wales",283,537,NA,820,84,848,-112
2020-05-19,"Wales",373,515,NA,888,114,820,-46
2020-05-20,"Wales",355,493,NA,848,108,888,-148
2020-05-21,"Wales",395,489,NA,884,118,848,-82
2020-05-22,"Wales",385,630,NA,1015,92,884,39
2020-05-23,"Wales",419,624,NA,1043,123,1015,-95
2020-05-24,"Wales",318,632,NA,950,81,1043,-174
2020-05-25,"Wales",269,614,NA,883,90,950,-157
2020-05-26,"Wales",282,439,296,1017,99,883,35
2020-05-27,"Wales",300,424,307,1031,117,1017,-103
2020-05-28,"Wales",320,434,309,1063,130,1031,-98
2020-05-29,"Wales",301,409,319,1029,112,1063,-146
2020-05-30,"Wales",306,397,335,1038,103,1029,-94
2020-05-31,"Wales",236,414,332,982,75,1038,-131
2020-06-01,"Wales",246,410,331,987,77,982,-72
2020-06-02,"Wales",305,430,310,1045,112,987,-54
2020-06-03,"Wales",320,408,302,1030,144,1045,-159
2020-06-04,"Wales",356,417,301,1074,107,1030,-63
2020-06-05,"Wales",320,380,324,1024,88,1074,-138
2020-06-06,"Wales",353,391,335,1079,101,1024,-46
2020-06-07,"Wales",278,372,317,967,81,1079,-193
2020-06-08,"Wales",257,326,304,887,61,967,-141
2020-06-09,"Wales",269,317,303,889,91,887,-89
2020-06-10,"Wales",266,295,308,869,103,889,-123
2020-06-11,"Wales",283,290,313,886,114,869,-97
2020-06-12,"Wales",272,276,316,864,98,886,-120
2020-06-13,"Wales",337,275,282,894,127,864,-97
2020-06-14,"Wales",260,273,287,820,58,894,-132
2020-06-15,"Wales",218,283,306,807,68,820,-81
2020-06-16,"Wales",245,279,305,829,96,807,-74
2020-06-17,"Wales",258,262,302,822,108,829,-115
2020-06-18,"Wales",263,254,280,797,101,822,-126
2020-06-19,"Wales",261,249,290,800,85,797,-82
2020-06-20,"Wales",241,233,271,745,72,800,-127
2020-06-21,"Wales",240,244,277,761,68,745,-52
2020-06-22,"Wales",192,228,303,723,71,761,-109
2020-06-23,"Wales",204,217,292,713,83,723,-93
2020-06-24,"Wales",276,207,278,761,105,713,-57
2020-06-25,"Wales",248,201,272,721,67,761,-107
2020-06-26,"Wales",258,193,263,714,96,721,-103
2020-06-27,"Wales",216,183,237,636,81,714,-159
2020-06-28,"Wales",199,180,264,643,50,636,-43
2020-06-29,"Wales",167,173,274,614,49,643,-78
2020-06-30,"Wales",203,171,261,635,105,614,-84
2020-07-01,"Wales",163,152,256,571,67,635,-131
2020-07-02,"Wales",159,141,245,545,64,571,-90
2020-07-03,"Wales",158,132,249,539,66,545,-72
2020-07-04,"Wales",170,136,240,546,80,539,-73
2020-07-05,"Wales",161,132,241,534,63,546,-75
2020-07-06,"Wales",145,115,242,502,50,534,-82
2020-07-07,"Wales",171,107,250,528,64,502,-38
2020-07-08,"Wales",159,97,256,512,63,528,-79
2020-07-09,"Wales",162,95,251,508,75,512,-79
2020-07-10,"Wales",152,85,248,485,68,508,-91
2020-07-11,"Wales",143,82,246,471,76,485,-90
2020-07-12,"Wales",168,91,242,501,41,471,-11
2020-07-13,"Wales",174,94,244,512,50,501,-39
2020-07-14,"Wales",142,93,242,477,63,512,-98
2020-07-15,"Wales",148,87,250,485,49,477,-41
2020-07-16,"Wales",151,99,223,473,48,485,-60
2020-07-17,"Wales",143,80,221,444,59,473,-88
2020-07-18,"Wales",152,94,215,461,54,444,-37
2020-07-19,"Wales",137,88,208,433,51,461,-79
2020-07-20,"Wales",113,99,209,421,43,433,-55
2020-07-21,"Wales",146,88,201,435,46,421,-32
2020-07-22,"Wales",150,100,191,441,72,435,-66
2020-07-23,"Wales",140,106,187,433,88,441,-96
2020-07-24,"Wales",143,104,191,438,61,433,-56
2020-07-25,"Wales",174,99,190,463,48,438,-23
2020-07-26,"Wales",166,96,188,450,45,463,-58
2020-07-27,"Wales",141,104,191,436,43,450,-57
2020-07-28,"Wales",173,103,198,474,49,436,-11
2020-07-29,"Wales",176,107,198,481,64,474,-57
2020-07-30,"Wales",158,108,192,458,53,481,-76
2020-07-31,"Wales",147,97,170,414,55,458,-99
2020-08-01,"Wales",147,108,165,420,73,414,-67
2020-08-02,"Wales",165,99,167,431,35,420,-24
2020-08-03,"Wales",159,96,180,435,29,431,-25
2020-08-04,"Wales",171,99,164,434,65,435,-66
2020-08-05,"Wales",178,88,164,430,74,434,-78
2020-08-06,"Wales",187,84,157,428,45,430,-47
2020-08-07,"Wales",153,52,160,365,53,428,-116
2020-08-08,"Wales",160,49,152,361,55,365,-59
2020-08-09,"Wales",156,71,125,352,51,361,-60
2020-08-10,"Wales",146,31,157,334,31,352,-49
2020-08-11,"Wales",142,29,144,315,47,334,-66
2020-08-12,"Wales",184,24,146,354,45,315,-6
2020-08-13,"Wales",178,23,145,346,63,354,-71
2020-08-14,"Wales",149,27,138,314,39,346,-71
2020-08-15,"Wales",223,21,140,384,52,314,18
2020-08-16,"Wales",172,21,143,336,37,384,-85
2020-08-17,"Wales",192,20,151,363,38,336,-11
2020-08-18,"Wales",165,19,141,325,63,363,-101
2020-08-19,"Wales",187,13,131,331,45,325,-39
2020-08-20,"Wales",195,12,129,336,39,331,-34
2020-08-21,"Wales",146,11,121,278,54,336,-112
2020-08-22,"Wales",186,7,121,314,39,278,-3
2020-08-23,"Wales",140,13,121,274,26,314,-66
2020-08-24,"Wales",145,8,117,270,36,274,-40
2020-08-25,"Wales",146,9,123,278,49,270,-41
2020-08-26,"Wales",192,11,120,323,69,278,-24
2020-08-27,"Wales",187,8,105,300,70,323,-93
2020-08-28,"Wales",202,9,104,315,83,300,-68
2020-08-29,"Wales",137,9,101,247,52,315,-120
2020-08-30,"Wales",144,12,102,258,33,247,-22
2020-08-31,"Wales",155,10,99,264,29,258,-23
2020-09-01,"Wales",159,8,98,265,69,264,-68
2020-09-02,"Wales",177,8,106,291,59,265,-33
2020-09-03,"Wales",195,7,91,293,70,291,-68
2020-09-04,"Wales",148,8,90,246,69,293,-116
2020-09-05,"Wales",129,14,89,232,27,246,-41
2020-09-06,"Wales",169,11,89,269,42,232,-5
2020-09-07,"Wales",177,15,88,280,46,269,-35
2020-09-08,"Wales",150,13,86,249,65,280,-96
2020-09-09,"Wales",190,15,87,292,56,249,-13
2020-09-10,"Wales",144,27,84,255,49,292,-86
2020-09-11,"Wales",192,22,84,298,70,255,-27
2020-09-12,"Wales",187,22,84,293,55,298,-60
2020-09-13,"Wales",129,16,84,229,55,293,-119
2020-09-14,"Wales",156,26,81,263,59,229,-25
2020-09-15,"Wales",160,34,72,266,53,263,-50
2020-09-16,"Wales",208,39,72,319,65,266,-12
2020-09-17,"Wales",179,41,68,288,42,319,-73
2020-09-18,"Wales",146,53,71,270,41,288,-59
2020-09-19,"Wales",143,73,48,264,34,270,-40
2020-09-20,"Wales",159,76,46,281,28,264,-11
2020-09-21,"Wales",203,92,47,342,59,281,2
2020-09-22,"Wales",211,89,43,343,43,342,-42
2020-09-23,"Wales",263,105,45,413,70,343,0
2020-09-24,"Wales",200,108,44,352,94,413,-155
2020-09-25,"Wales",217,141,38,396,67,352,-23
2020-09-26,"Wales",229,130,44,403,61,396,-54
2020-09-27,"Wales",245,168,42,455,56,403,-4
2020-09-28,"Wales",287,172,49,508,71,455,-18
2020-09-29,"Wales",312,191,47,550,90,508,-48
2020-09-30,"Wales",288,206,38,532,61,550,-79
2020-10-01,"Wales",310,198,48,556,79,532,-55
2020-10-02,"Wales",260,217,44,521,94,556,-129
2020-10-03,"Wales",207,222,43,472,79,521,-128
2020-10-04,"Wales",267,233,40,540,92,472,-24
2020-10-05,"Wales",255,256,46,557,59,540,-42
2020-10-06,"Wales",167,260,46,473,80,557,-164
2020-10-07,"Wales",238,273,47,558,85,473,0
2020-10-08,"Wales",243,291,43,577,76,558,-57
2020-10-09,"Wales",228,298,53,579,60,577,-58
2020-10-10,"Wales",322,306,50,678,103,579,-4
2020-10-11,"Wales",237,340,55,632,79,678,-125
2020-10-12,"Wales",243,366,55,664,86,632,-54
2020-10-13,"Wales",284,326,97,707,98,664,-55
2020-10-14,"Wales",315,369,106,790,123,707,-40
2020-10-15,"Wales",314,386,125,825,102,790,-67
2020-10-16,"Wales",221,433,122,776,105,825,-154
2020-10-17,"Wales",260,429,130,819,112,776,-69
2020-10-18,"Wales",241,488,126,855,88,819,-52
2020-10-19,"Wales",234,498,131,863,60,855,-52
2020-10-20,"Wales",264,499,131,894,77,863,-46
2020-10-21,"Wales",288,530,136,954,92,894,-32
2020-10-22,"Wales",297,559,135,991,107,954,-70
2020-10-23,"Wales",248,572,147,967,123,991,-147
2020-10-24,"Wales",255,577,160,992,98,967,-73
2020-10-25,"Wales",235,614,155,1004,78,992,-66
2020-10-26,"Wales",262,644,170,1076,76,1004,-4
2020-10-27,"Wales",252,655,203,1110,114,1076,-80
2020-10-28,"Wales",217,681,199,1097,83,1110,-96
2020-10-29,"Wales",262,729,205,1196,86,1097,13
2020-10-30,"Wales",259,745,225,1229,97,1196,-64
2020-10-31,"Wales",212,798,208,1218,80,1229,-91
2020-11-01,"Wales",221,807,219,1247,76,1218,-47
2020-11-02,"Wales",192,868,215,1275,75,1247,-47
2020-11-03,"Wales",226,899,219,1344,104,1275,-35
2020-11-04,"Wales",321,906,231,1458,129,1344,-15
2020-11-05,"Wales",218,905,242,1365,102,1458,-195
2020-11-06,"Wales",267,945,248,1460,84,1365,11
2020-11-07,"Wales",282,916,279,1477,112,1460,-95
2020-11-08,"Wales",261,933,296,1490,76,1477,-63
2020-11-09,"Wales",217,972,295,1484,64,1490,-70
2020-11-10,"Wales",251,983,295,1529,104,1484,-59
2020-11-11,"Wales",234,1005,297,1536,96,1529,-89
2020-11-12,"Wales",227,1015,297,1539,100,1536,-97
2020-11-13,"Wales",280,992,344,1616,74,1539,3
2020-11-14,"Wales",223,1030,334,1587,91,1616,-120
2020-11-15,"Wales",190,1015,371,1576,69,1587,-80
2020-11-16,"Wales",222,1031,389,1642,72,1576,-6
2020-11-17,"Wales",220,1032,402,1654,73,1642,-61
2020-11-18,"Wales",242,1005,418,1665,80,1654,-69
